ID,Date,Link,Charge,Start count,Quantity,Service,Status,Remains
27812113,2025-11-01 09:02:04,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Pending,50
27812082,2025-11-01 08:58:56,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,842.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,In progress,50
27812045,2025-11-01 08:57:03,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3742.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,In progress,6
27812024,2025-11-01 08:53:56,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,752.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27812003,2025-11-01 08:51:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3666.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811988,2025-11-01 08:48:56,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,664.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811977,2025-11-01 08:46:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3579.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811955,2025-11-01 08:43:56,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,576.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811941,2025-11-01 08:41:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3489.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811917,2025-11-01 08:38:56,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,523.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811902,2025-11-01 08:36:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3413.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811880,2025-11-01 08:33:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,448.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811860,2025-11-01 08:31:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3357.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811842,2025-11-01 08:28:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,368.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811826,2025-11-01 08:26:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3285.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811820,2025-11-01 08:23:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,287.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811800,2025-11-01 08:21:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3201.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811790,2025-11-01 08:18:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,203.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811779,2025-11-01 08:16:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3121.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811765,2025-11-01 08:13:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,119.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811745,2025-11-01 08:11:10,https://youtube.com/live/4c3PEfY5QMM?feature=share,0.02175,3058.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
27811734,2025-11-01 08:08:55,https://youtube.com/live/jJxo3_LE2N4?feature=share,0.02175,60.0,50,7260 — Youtube Likes - [G30 - Max 60k] [Speed 20k/D]⚡️,Completed,0
